,REVENUE,HWT_SUBSCRIBER,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_REGISTRATION,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN,fe_ONLY_HWT_CUSTOMER,fe_WP_INACTIVE_SUB,fe_WP_BASIC_SUB,fe_WP_PREMIUM_SUB,out_REVENUE_hi,out_TOTAL_MEALS_ORDERED_hi,out_UNIQUE_MEALS_PURCH_hi,out_CUSTOMER_SERVICE_TICKETS_CNT_hi,out_MEALS_CANCEL_BEFORE_NOON_hi,out_WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT_hi,out_ORDERS_DELIVERED_BEFORE_DELIVERY_CNT_hi,out_ORDERS_DELIVERED_AFTER_DELIVERY_CNT_hi,trend_FRIDGE_LOCKER_IN_PACKAGE_ROOM,flag_PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE_hi,out_SECONDS_WATCHING_PREP_VID_AVG_hi,out_LARGEST_ORDER_SIZE_hi,out_MASTER_CLASSES_ATTENDED_CNT_hi,out_MEAL_RATING_MEDIAN_hi,out_SITE_CLICKS_PER_VISIT_AVG_lo,out_PHOTOS_VIEWED_COUNT_hi,out_fe_MEAL_CHOICE_SPECIFICITY_hi,out_fe_SITE_CLICK_RATE_hi
0,7.539027055823995,1,0.22199170124481327,0.16666666666666666,0.3529411764705882,0.4444444444444445,4.454347296253507,1.0,0.15384615384615385,0.3333333333333333,0,0.6666666666666667,2,0.15384615384615385,0.0,0.10526315789473684,1,0,4.499809670330265,5.110782242701195,0.5454545454545454,0.3333333333333333,0.5,0.4285714285714286,0.0,0,0.03389830508474576,0.12790697674418605,1,passport,junk_domain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,7.3098814858247865,1,0.06846473029045642,0.1111111111111111,0.2941176470588235,0.2222222222222222,4.833102254034098,1.0,0.0,0.3333333333333333,0,0.6666666666666667,1,0.15384615384615385,0.0,0.21052631578947367,1,0,4.499809670330265,5.01396308418893,0.36363636363636365,0.3333333333333333,0.5,0.5714285714285714,0.05625,0,0.06818181818181818,0.1035031847133758,1,jnj,professional_domain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,7.852633467708205,1,0.05601659751037344,0.0,0.23529411764705882,0.2222222222222222,4.060443010546419,1.0,0.38461538461538464,0.0,1,0.6666666666666667,2,0.2692307692307693,0.0,0.0,0,0,4.382026634673881,4.601162164590552,0.2727272727272727,0.0,0.5,0.5,0.0,0,0.02631578947368421,0.20689655172413796,1,gmail,personal_domain,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,7.4067107301776405,1,0.13485477178423236,0.1111111111111111,0.4117647058823529,1.0,3.8179320820285505,0.0,0.23076923076923078,0.0,1,0.6666666666666667,1,0.21153846153846156,0.5555555555555556,0.21052631578947367,0,0,4.499809670330265,4.8283137373023015,0.2727272727272727,0.0,0.5,0.5714285714285714,0.0,0,0.03947368421052632,0.2856515051637003,1,ibm,professional_domain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,7.56164174558878,1,0.11203319502074688,0.1111111111111111,0.2941176470588235,0.8888888888888888,4.663439094112067,1.0,0.07692307692307693,0.3333333333333333,0,0.6666666666666667,2,0.23076923076923078,0.0,0.21052631578947367,1,0,4.499809670330265,4.907494535176743,0.2727272727272727,0.3333333333333333,0.5,0.5714285714285714,0.15812500000000002,0,0.04615384615384616,0.12264150943396225,1,goldmansacs,professional_domain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,7.1308988302963465,1,0.0954356846473029,0.16666666666666666,0.2941176470588235,0.1111111111111111,4.433313679041901,1.0,0.0,0.0,1,0.33333333333333326,1,0.19230769230769232,0.2222222222222222,0.2631578947368421,0,0,4.248495242049359,4.513054897080286,0.2727272727272727,0.3333333333333333,0.25,0.8571428571428571,0.0,0,0.07017543859649122,0.2018762617266358,1,gmail,personal_domain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,8.447843113281444,1,0.1970954356846473,0.1111111111111111,0.5294117647058824,0.7777777777777777,4.700480365792417,1.0,0.23076923076923078,0.0,0,0.6666666666666667,2,0.13461538461538464,0.0,0.15789473684210525,0,0,4.248495242049359,5.573294066502264,0.5454545454545454,0.6666666666666666,0.75,0.3571428571428571,0.440625,0,0.02830188679245283,0.09090909090909093,1,homedepot,professional_domain,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,7.432483807917119,1,0.23029045643153526,0.2777777777777778,0.4117647058823529,1.0,4.529692044812134,1.0,0.07692307692307693,0.0,1,0.33333333333333326,1,0.15384615384615385,0.0,0.15789473684210525,0,0,4.248495242049359,5.075173815233827,0.4545454545454546,0.3333333333333333,0.5,0.5714285714285714,0.0,0,0.049180327868852465,0.14019195513857435,1,yahoo,personal_domain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,7.444248649496705,1,0.07261410788381742,0.16666666666666666,0.23529411764705882,1.0,5.138559328162834,1.0,0.0,0.0,1,0.6666666666666667,2,0.15384615384615385,0.4444444444444444,0.5263157894736842,1,1,4.248495242049359,5.136386499401816,0.36363636363636365,0.6666666666666666,0.5,0.5,0.0,0,0.08695652173913042,0.07039361764533349,1,caterpillar,professional_domain,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
9,7.478734825567875,1,0.0975103734439834,0.16666666666666666,0.2941176470588235,0.4444444444444445,4.376762804998783,1.0,0.0,0.3333333333333333,1,0.6666666666666667,2,0.038461538461538464,0.3333333333333333,0.3684210526315789,1,1,4.499809670330265,5.253842876446207,0.6363636363636364,0.3333333333333333,0.5,0.5,0.0,0,0.06896551724137931,0.15079165619502388,1,protonmail,personal_domain,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
